GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE6001,AE6002,AE6003,AE3001
"G1701730","1850","Illinois","170","Shelby","1730","Shelby",7762,45,0,7762
"G1701750","1850","Illinois","170","Stark","1750","Stark",3710,0,0,3710
"G1701770","1850","Illinois","170","Stephenson","1770","Stephenson",11658,8,0,11658
"G1701790","1850","Illinois","170","Tazewell","1790","Tazewell",12016,36,0,12016
"G1701810","1850","Illinois","170","Union","1810","Union",7570,45,0,7570
"G1701830","1850","Illinois","170","Vermilion","1830","Vermilion",11481,11,0,11481
"G1701850","1850","Illinois","170","Wabash","1850","Wabash",4640,50,0,4640
"G1701870","1850","Illinois","170","Warren","1870","Warren",8162,14,0,8162
"G1701890","1850","Illinois","170","Washington","1890","Washington",6929,24,0,6929
"G1701910","1850","Illinois","170","Wayne","1910","Wayne",6822,3,0,6822
"G1701930","1850","Illinois","170","White","1930","White",8816,109,0,8816
"G1701950","1850","Illinois","170","Whiteside","1950","Whiteside",5359,2,0,5359
"G1701970","1850","Illinois","170","Will","1970","Will",16670,33,0,16670
"G1701990","1850","Illinois","170","Williamson","1990","Williamson",7149,67,0,7149
"G1702010","1850","Illinois","170","Winnebago","2010","Winnebago",11761,12,0,11761
"G1702030","1850","Illinois","170","Woodford","2030","Woodford",4415,0,0,4415
"G1800010","1850","Indiana","180","Adams","0010","Adams",5789,8,0,5789
"G1800030","1850","Indiana","180","Allen","0030","Allen",16817,102,0,16817
"G1800050","1850","Indiana","180","Bartholomew","0050","Bartholomew",12346,82,0,12346
"G1800070","1850","Indiana","180","Benton","0070","Benton",1144,0,0,1144
"G1800090","1850","Indiana","180","Blackford","0090","Blackford",2849,11,0,2849
"G1800110","1850","Indiana","180","Boone","0110","Boone",11611,20,0,11611
"G1800130","1850","Indiana","180","Brown","0130","Brown",4827,19,0,4827
"G1800150","1850","Indiana","180","Carroll","0150","Carroll",10982,33,0,10982
"G1800170","1850","Indiana","180","Cass","0170","Cass",10960,61,0,10960
"G1800190","1850","Indiana","180","Clark","0190","Clark",15246,582,0,15246
"G1800210","1850","Indiana","180","Clay","0210","Clay",7926,18,0,7926
"G1800230","1850","Indiana","180","Clinton","0230","Clinton",11845,24,0,11845
"G1800250","1850","Indiana","180","Crawford","0250","Crawford",6523,1,0,6523
"G1800270","1850","Indiana","180","Daviess","0270","Daviess",10308,44,0,10308
"G1800290","1850","Indiana","180","Dearborn","0290","Dearborn",20019,147,0,20019
"G1800310","1850","Indiana","180","Decatur","0310","Decatur",14951,156,0,14951
"G1800330","1850","Indiana","180","DeKalb","0330","De Kalb",8241,10,0,8241
"G1800350","1850","Indiana","180","Delaware","0350","Delaware",10839,4,0,10839
"G1800370","1850","Indiana","180","Dubois","0370","Dubois",6300,21,0,6300
"G1800390","1850","Indiana","180","Elkhart","0390","Elkhart",12674,16,0,12674
"G1800410","1850","Indiana","180","Fayette","0410","Fayette",10145,72,0,10145
"G1800430","1850","Indiana","180","Floyd","0430","Floyd",14301,574,0,14301
"G1800450","1850","Indiana","180","Fountain","0450","Fountain",13201,52,0,13201
"G1800470","1850","Indiana","180","Franklin","0470","Franklin",17759,209,0,17759
"G1800490","1850","Indiana","180","Fulton","0490","Fulton",5980,2,0,5980
"G1800510","1850","Indiana","180","Gibson","0510","Gibson",10554,217,0,10554
"G1800530","1850","Indiana","180","Grant","0530","Grant",10945,147,0,10945
"G1800550","1850","Indiana","180","Greene","0550","Greene",12238,75,0,12238
"G1800570","1850","Indiana","180","Hamilton","0570","Hamilton",12502,182,0,12502
"G1800590","1850","Indiana","180","Hancock","0590","Hancock",9594,104,0,9594
"G1800610","1850","Indiana","180","Harrison","0610","Harrison",15195,91,0,15195
"G1800630","1850","Indiana","180","Hendricks","0630","Hendricks",14047,36,0,14047
"G1800650","1850","Indiana","180","Henry","0650","Henry",17318,287,0,17318
"G1800670","1850","Indiana","180","Howard","0670","Howard",6552,105,0,6552
"G1800690","1850","Indiana","180","Huntington","0690","Huntington",7847,3,0,7847
"G1800710","1850","Indiana","180","Jackson","0710","Jackson",10833,214,0,10833
"G1800730","1850","Indiana","180","Jasper","0730","Jasper",3539,1,0,3539
"G1800750","1850","Indiana","180","Jay","0750","Jay",7017,30,0,7017
"G1800770","1850","Indiana","180","Jefferson","0770","Jefferson",23348,568,0,23348
"G1800790","1850","Indiana","180","Jennings","0790","Jennings",11773,323,0,11773
"G1800810","1850","Indiana","180","Johnson","0810","Johnson",12086,15,0,12086
"G1800830","1850","Indiana","180","Knox","0830","Knox",10554,530,0,10554
"G1800850","1850","Indiana","180","Kosciusko","0850","Kosciusko",10242,1,0,10242
"G1800870","1850","Indiana","180","Lagrange","0870","Lagrange",8369,18,0,8369
"G1800890","1850","Indiana","180","Lake","0890","Lake",3990,1,0,3990
"G1800910","1850","Indiana","180","LaPorte","0910","Laporte",12067,78,0,12067
"G1800930","1850","Indiana","180","Lawrence","0930","Lawrence",12003,94,0,12003
"G1800950","1850","Indiana","180","Madison","0950","Madison",12361,14,0,12361
"G1800970","1850","Indiana","180","Marion","0970","Marion",23453,650,0,23453
"G1800990","1850","Indiana","180","Marshall","0990","Marshall",5346,2,0,5346
"G1801010","1850","Indiana","180","Martin","1010","Martin",5845,96,0,5845
"G1801030","1850","Indiana","180","Miami","1030","Miami",11293,11,0,11293
"G1801050","1850","Indiana","180","Monroe","1050","Monroe",11259,27,0,11259
"G1801070","1850","Indiana","180","Montgomery","1070","Montgomery",17941,143,0,17941
"G1801090","1850","Indiana","180","Morgan","1090","Morgan",14501,75,0,14501
"G1801130","1850","Indiana","180","Noble","1130","Noble",7940,6,0,7940
"G1801150","1850","Indiana","180","Ohio","1150","Ohio",5271,37,0,5271
"G1801170","1850","Indiana","180","Orange","1170","Orange",10558,251,0,10558
"G1801190","1850","Indiana","180","Owen","1190","Owen",11950,156,0,11950
"G1801210","1850","Indiana","180","Parke","1210","Parke",14740,228,0,14740
"G1801230","1850","Indiana","180","Perry","1230","Perry",7259,9,0,7259
"G1801250","1850","Indiana","180","Pike","1250","Pike",7710,10,0,7710
"G1801270","1850","Indiana","180","Porter","1270","Porter",5229,5,0,5229
"G1801290","1850","Indiana","180","Posey","1290","Posey",12451,98,0,12451
"G1801310","1850","Indiana","180","Pulaski","1310","Pulaski",2595,0,0,2595
"G1801330","1850","Indiana","180","Putnam","1330","Putnam",18581,34,0,18581
"G1801350","1850","Indiana","180","Randolph","1350","Randolph",14063,662,0,14063
"G1801370","1850","Indiana","180","Ripley","1370","Ripley",14724,96,0,14724
"G1801390","1850","Indiana","180","Rush","1390","Rush",16018,427,0,16018
"G1801410","1850","Indiana","180","St Joseph","1410","St Joseph",10925,29,0,10925
"G1801430","1850","Indiana","180","Scott","1430","Scott",5870,15,0,5870
"G1801450","1850","Indiana","180","Shelby","1450","Shelby",15483,19,0,15483
"G1801470","1850","Indiana","180","Spencer","1470","Spencer",8602,14,0,8602
"G1801490","1850","Indiana","180","Starke","1490","Starke",557,0,0,557
"G1801510","1850","Indiana","180","Steuben","1510","Steuben",6102,2,0,6102
"G1801530","1850","Indiana","180","Sullivan","1530","Sullivan",10103,38,0,10103
"G1801550","1850","Indiana","180","Switzerland","1550","Switzerland",12866,66,0,12866
"G1801570","1850","Indiana","180","Tippecanoe","1570","Tippecanoe",19216,161,0,19216
"G1801590","1850","Indiana","180","Tipton","1590","Tipton",3525,7,0,3525
"G1801610","1850","Indiana","180","Union","1610","Union",6906,38,0,6906
"G1801630","1850","Indiana","180","Vanderburgh","1630","Vanderburgh",11187,227,0,11187
"G1801650","1850","Indiana","180","Vermillion","1650","Vermillion",8643,18,0,8643
"G1801670","1850","Indiana","180","Vigo","1670","Vigo",14541,748,0,14541
"G1801690","1850","Indiana","180","Wabash","1690","Wabash",12124,14,0,12124
"G1801710","1850","Indiana","180","Warren","1710","Warren",7378,9,0,7378
"G1801730","1850","Indiana","180","Warrick","1730","Warrick",8782,29,0,8782
"G1801750","1850","Indiana","180","Washington","1750","Washington",16788,252,0,16788
"G1801770","1850","Indiana","180","Wayne","1770","Wayne",24284,1036,0,24284
"G1801790","1850","Indiana","180","Wells","1790","Wells",6141,11,0,6141
"G1801810","1850","Indiana","180","White","1810","White",4752,9,0,4752
"G1801830","1850","Indiana","180","Whitley","1830","Whitley",5095,95,0,5095
"G1900050","1850","Iowa","190","Allamakee","0050","Allamakee",777,0,0,777
"G1900070","1850","Iowa","190","Appanoose","0070","Appanoose",3124,7,0,3124
"G1900110","1850","Iowa","190","Benton","0110","Benton",672,0,0,672
"G1900130","1850","Iowa","190","Black Hawk","0130","Black Hawk",135,0,0,135
"G1900150","1850","Iowa","190","Boone","0150","Boone",735,0,0,735
"G1900190","1850","Iowa","190","Buchanan","0190","Buchanan",517,0,0,517
"G1900310","1850","Iowa","190","Cedar","0310","Cedar",3939,2,0,3939
"G1900390","1850","Iowa","190","Clarke","0390","Clarke",79,0,0,79
"G1900430","1850","Iowa","190","Clayton","0430","Clayton",3871,2,0,3871
"G1900450","1850","Iowa","190","Clinton","0450","Clinton",2802,20,0,2802
"G1900490","1850","Iowa","190","Dallas","0490","Dallas",854,0,0,854
"G1900510","1850","Iowa","190","Davis","0510","Davis",7257,7,0,7257
"G1900530","1850","Iowa","190","Decatur","0530","Decatur",964,1,0,964
"G1900550","1850","Iowa","190","Delaware","0550","Delaware",1759,0,0,1759
"G1900570","1850","Iowa","190","Des Moines","0570","Des Moines",12963,25,0,12963
"G1900610","1850","Iowa","190","Dubuque","0610","Dubuque",10813,28,0,10813
"G1900650","1850","Iowa","190","Fayette","0650","Fayette",825,0,0,825
"G1900710","1850","Iowa","190","Fremont","0710","Fremont",1244,0,0,1244
"G1900870","1850","Iowa","190","Henry","0870","Henry",8695,12,0,8695
"G1900950","1850","Iowa","190","Iowa","0950","Iowa",821,1,0,821
"G1900970","1850","Iowa","190","Jackson","0970","Jackson",7201,9,0,7201
"G1900990","1850","Iowa","190","Jasper","0990","Jasper",1280,0,0,1280
"G1901010","1850","Iowa","190","Jefferson","1010","Jefferson",9903,1,0,9903
"G1901030","1850","Iowa","190","Johnson","1030","Johnson",4450,22,0,4450
"G1901050","1850","Iowa","190","Jones","1050","Jones",3006,1,0,3006
"G1901070","1850","Iowa","190","Keokuk","1070","Keokuk",4822,0,0,4822
"G1901110","1850","Iowa","190","Lee","1110","Lee",18809,52,0,18809
"G1901130","1850","Iowa","190","Linn","1130","Linn",5441,3,0,5441
"G1901150","1850","Iowa","190","Louisa","1150","Louisa",4923,16,0,4923
"G1901170","1850","Iowa","190","Lucas","1170","Lucas",471,0,0,471
"G1901210","1850","Iowa","190","Madison","1210","Madison",1179,0,0,1179
"G1901230","1850","Iowa","190","Mahaska","1230","Mahaska",5988,1,0,5988
"G1901250","1850","Iowa","190","Marion","1250","Marion",5453,29,0,5453
"G1901270","1850","Iowa","190","Marshall","1270","Marshall",338,0,0,338
"G1901350","1850","Iowa","190","Monroe","1350","Monroe",2884,0,0,2884
"G1901390","1850","Iowa","190","Muscatine","1390","Muscatine",5662,69,0,5662
"G1901450","1850","Iowa","190","Page","1450","Page",551,0,0,551
"G1901530","1850","Iowa","190","Polk","1530","Polk",4513,0,0,4513
"G1901550","1850","Iowa","190","Pottawattamie","1550","Pottawattamie",7828,0,0,7828
"G1901570","1850","Iowa","190","Poweshiek","1570","Poweshiek",615,0,0,615
"G1901630","1850","Iowa","190","Scott","1630","Scott",5972,14,0,5972
"G1901710","1850","Iowa","190","Tama","1710","Tama",8,0,0,8
"G1901730","1850","Iowa","190","Taylor","1730","Taylor",204,0,0,204
"G1901770","1850","Iowa","190","Van Buren","1770","Van Buren",12265,5,0,12265
"G1901790","1850","Iowa","190","Wapello","1790","Wapello",8466,5,0,8466
"G1901810","1850","Iowa","190","Warren","1810","Warren",961,0,0,961
"G1901830","1850","Iowa","190","Washington","1830","Washington",4957,0,0,4957
"G1901850","1850","Iowa","190","Wayne","1850","Wayne",339,1,0,339
"G1901910","1850","Iowa","190","Winneshiek","1910","Winneshiek",546,0,0,546
"G2100010","1850","Kentucky","210","Adair","0010","Adair",8083,108,1707,8083
"G2100030","1850","Kentucky","210","Allen","0030","Allen",7385,43,1314,7385
"G2100050","1850","Kentucky","210","Anderson","0050","Anderson",4948,30,1282,4948
"G2100070","1850","Kentucky","210","Ballard","0070","Ballard",4628,26,842,4628
"G2100090","1850","Kentucky","210","Barren","0090","Barren",15543,113,4584,15543
"G2100110","1850","Kentucky","210","Bath","0110","Bath",9464,116,2535,9464
"G2100150","1850","Kentucky","210","Boone","0150","Boone",9044,37,2104,9044
"G2100170","1850","Kentucky","210","Bourbon","0170","Bourbon",7155,245,7066,7155
"G2100210","1850","Kentucky","210","Boyle","0210","Boyle",5375,317,3424,5375
"G2100230","1850","Kentucky","210","Bracken","0230","Bracken",7949,114,840,7949
"G2100250","1850","Kentucky","210","Breathitt","0250","Breathitt",3603,12,170,3603
"G2100270","1850","Kentucky","210","Breckinridge","0270","Breckinridge",8616,11,1966,8616
"G2100290","1850","Kentucky","210","Bullitt","0290","Bullitt",5392,27,1355,5392
"G2100310","1850","Kentucky","210","Butler","0310","Butler",5055,19,681,5055
"G2100330","1850","Kentucky","210","Caldwell","0330","Caldwell",9802,139,3107,9802
"G2100350","1850","Kentucky","210","Calloway","0350","Calloway",7088,16,992,7088
"G2100370","1850","Kentucky","210","Campbell","0370","Campbell",12871,79,177,12871
"G2100410","1850","Kentucky","210","Carroll","0410","Carroll",4549,28,949,4549
"G2100430","1850","Kentucky","210","Carter","0430","Carter",5960,24,257,5960
"G2100450","1850","Kentucky","210","Casey","0450","Casey",5863,59,634,5863
"G2100470","1850","Kentucky","210","Christian","0470","Christian",11290,150,8140,11290
"G2100490","1850","Kentucky","210","Clark","0490","Clark",7709,134,4840,7709
"G2100510","1850","Kentucky","210","Clay","0510","Clay",4734,172,515,4734
"G2100530","1850","Kentucky","210","Clinton","0530","Clinton",4589,38,262,4589
"G2100550","1850","Kentucky","210","Crittenden","0550","Crittenden",5473,30,848,5473
"G2100570","1850","Kentucky","210","Cumberland","0570","Cumberland",5476,44,1485,5476
"G2100590","1850","Kentucky","210","Daviess","0590","Daviess",9419,54,2889,9419
"G2100610","1850","Kentucky","210","Edmonson","0610","Edmonson",3748,15,325,3748
"G2100650","1850","Kentucky","210","Estill","0650","Estill",5568,6,411,5568
"G2100670","1850","Kentucky","210","Fayette","0670","Fayette",11178,668,10889,11178
"G2100690","1850","Kentucky","210","Fleming","0690","Fleming",11617,158,2139,11617
"G2100710","1850","Kentucky","210","Floyd","0710","Floyd",5503,62,149,5503
"G2100730","1850","Kentucky","210","Franklin","0730","Franklin",8740,357,3365,8740
"G2100750","1850","Kentucky","210","Fulton","0750","Fulton",3499,4,943,3499
"G2100770","1850","Kentucky","210","Gallatin","0770","Gallatin",4399,34,704,4399
"G2100790","1850","Kentucky","210","Garrard","0790","Garrard",7029,32,3176,7029
"G2100810","1850","Kentucky","210","Grant","0810","Grant",5993,6,532,5993
"G2100830","1850","Kentucky","210","Graves","0830","Graves",9950,8,1439,9950
"G2100850","1850","Kentucky","210","Grayson","0850","Grayson",6507,10,320,6507
"G2100870","1850","Kentucky","210","Green","0870","Green",6335,117,2608,6335
"G2100890","1850","Kentucky","210","Greenup","0890","Greenup",8992,56,606,8992
"G2100910","1850","Kentucky","210","Hancock","0910","Hancock",3216,15,622,3216
"G2100930","1850","Kentucky","210","Hardin","0930","Hardin",12023,43,2459,12023
"G2100950","1850","Kentucky","210","Harlan","0950","Harlan",4108,37,123,4108
"G2100970","1850","Kentucky","210","Harrison","0970","Harrison",9733,146,3185,9733
"G2100990","1850","Kentucky","210","Hart","0990","Hart",7739,53,1301,7739
"G2101010","1850","Kentucky","210","Henderson","1010","Henderson",7651,123,4397,7651
"G2101030","1850","Kentucky","210","Henry","1030","Henry",8375,54,3013,8375
"G2101050","1850","Kentucky","210","Hickman","1050","Hickman",3932,18,841,3932
"G2101070","1850","Kentucky","210","Hopkins","1070","Hopkins",10199,50,2192,10199
"G2101110","1850","Kentucky","210","Jefferson","1110","Jefferson",47283,1637,10911,47283
"G2101130","1850","Kentucky","210","Jessamine","1130","Jessamine",6256,168,3825,6256
"G2101150","1850","Kentucky","210","Johnson","1150","Johnson",3843,0,30,3843
"G2101170","1850","Kentucky","210","Kenton","1170","Kenton",16117,91,830,16117
"G2101210","1850","Kentucky","210","Knox","1210","Knox",6238,200,612,6238
"G2101230","1850","Kentucky","210","Larue","1230","Larue",5177,10,672,5177
"G2101250","1850","Kentucky","210","Laurel","1250","Laurel",3947,6,192,3947
"G2101270","1850","Kentucky","210","Lawrence","1270","Lawrence",6142,2,137,6142
"G2101330","1850","Kentucky","210","Letcher","1330","Letcher",2440,10,62,2440
"G2101350","1850","Kentucky","210","Lewis","1350","Lewis",6872,8,322,6872
"G2101370","1850","Kentucky","210","Lincoln","1370","Lincoln",6634,104,3355,6634
"G2101390","1850","Kentucky","210","Livingston","1390","Livingston",5401,59,1118,5401
"G2101410","1850","Kentucky","210","Logan","1410","Logan",10750,364,5467,10750
"G2101450","1850","Kentucky","210","McCracken","1450","Mccracken",5237,22,808,5237
"G2101510","1850","Kentucky","210","Madison","1510","Madison",10269,65,5393,10269
"G2101550","1850","Kentucky","210","Marion","1550","Marion",8598,81,3086,8598
"G2101570","1850","Kentucky","210","Marshall","1570","Marshall",5000,20,249,5000
"G2101610","1850","Kentucky","210","Mason","1610","Mason",13674,386,4284,13674
"G2101630","1850","Kentucky","210","Meade","1630","Meade",5799,21,1573,5799
"G2101670","1850","Kentucky","210","Mercer","1670","Mercer",10471,336,3260,10471
"G2101710","1850","Kentucky","210","Monroe","1710","Monroe",6902,23,831,6902
"G2101730","1850","Kentucky","210","Montgomery","1730","Montgomery",6666,164,3073,6666
"G2101750","1850","Kentucky","210","Morgan","1750","Morgan",7395,38,187,7395
"G2101770","1850","Kentucky","210","Muhlenberg","1770","Muhlenberg",8250,37,1522,8250
"G2101790","1850","Kentucky","210","Nelson","1790","Nelson",9543,116,5130,9543
"G2101810","1850","Kentucky","210","Nicholas","1810","Nicholas",8682,166,1513,8682
"G2101830","1850","Kentucky","210","Ohio","1830","Ohio",8568,49,1132,8568
"G2101850","1850","Kentucky","210","Oldham","1850","Oldham",5156,49,2424,5156
"G2101870","1850","Kentucky","210","Owen","1870","Owen",8882,48,1514,8882
"G2101890","1850","Kentucky","210","Owsley","1890","Owsley",3616,22,136,3616
"G2101910","1850","Kentucky","210","Pendleton","1910","Pendleton",6230,35,509,6230
"G2101930","1850","Kentucky","210","Perry","1930","Perry",2972,3,117,2972
"G2101950","1850","Kentucky","210","Pike","1950","Pike",5250,17,98,5250
"G2101990","1850","Kentucky","210","Pulaski","1990","Pulaski",12861,27,1307,12861
"G2102030","1850","Kentucky","210","Rockcastle","2030","Rockcastle",4289,33,375,4289
"G2102070","1850","Kentucky","210","Russell","2070","Russell",4901,13,435,4901
"G2102090","1850","Kentucky","210","Scott","2090","Scott",8891,219,5836,8891
"G2102110","1850","Kentucky","210","Shelby","2110","Shelby",10289,189,6617,10289
"G2102130","1850","Kentucky","210","Simpson","2130","Simpson",5756,42,1935,5756
"G2102150","1850","Kentucky","210","Spencer","2150","Spencer",4659,32,2151,4659
"G2102170","1850","Kentucky","210","Taylor","2170","Taylor",5462,148,1640,5462
"G2102190","1850","Kentucky","210","Todd","2190","Todd",7361,97,4810,7361
"G2102210","1850","Kentucky","210","Trigg","2210","Trigg",7252,80,2797,7252
"G2102230","1850","Kentucky","210","Trimble","2230","Trimble",4993,29,941,4993
"G2102250","1850","Kentucky","210","Union","2250","Union",6704,16,2292,6704
"G2102270","1850","Kentucky","210","Warren","2270","Warren",10597,209,4317,10597
"G2102290","1850","Kentucky","210","Washington","2290","Washington",9086,63,3045,9086
"G2102310","1850","Kentucky","210","Wayne","2310","Wayne",7855,7,830,7855
"G2102350","1850","Kentucky","210","Whitley","2350","Whitley",7222,24,201,7222
"G2102390","1850","Kentucky","210","Woodford","2390","Woodford",5878,169,6376,5878
"G2200050","1850","Louisiana","220","Ascension","0050","Ascension",3340,146,7266,3340
"G2200070","1850","Louisiana","220","Assumption","0070","Assumption",5170,27,5341,5170
"G2200090","1850","Louisiana","220","Avoyelles","0090","Avoyelles",4059,106,5161,4059
"G2200130","1850","Louisiana","220","Bienville","0130","Bienville",3623,21,1895,3623
"G2200150","1850","Louisiana","220","Bossier","0150","Bossier",2507,0,4455,2507
"G2200170","1850","Louisiana","220","Caddo","0170","Caddo",3634,42,5208,3634
"G2200190","1850","Louisiana","220","Calcasieu","0190","Calcasieu",2718,239,957,2718
"G2200210","1850","Louisiana","220","Caldwell","0210","Caldwell",1584,0,1231,1584
"G2200235","1850","Louisiana","220","Carroll","0235","Carroll",2336,10,6443,2336
"G2200250","1850","Louisiana","220","Catahoula","0250","Catahoula",3585,19,3528,3585
"G2200270","1850","Louisiana","220","Claiborne","0270","Claiborne",4949,0,2522,4949
"G2200290","1850","Louisiana","220","Concordia","0290","Concordia",823,1,6934,823
"G2200310","1850","Louisiana","220","De Soto","0310","De Soto",3549,24,4450,3549
"G2200330","1850","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",5347,279,6351,5347
"G2200370","1850","Louisiana","220","East Feliciana","0370","East Feliciana",4060,24,9514,4060
"G2200410","1850","Louisiana","220","Franklin","0410","Franklin",1664,14,1573,1664
"G2200470","1850","Louisiana","220","Iberville","0470","Iberville",3568,104,8606,3568
"G2200490","1850","Louisiana","220","Jackson","0490","Jackson",3406,2,2158,3406
"G2200510","1850","Louisiana","220","Jefferson","0510","Jefferson",18046,851,6196,18046
"G2200550","1850","Louisiana","220","Lafayette","0550","Lafayette",3390,160,3170,3390
"G2200570","1850","Louisiana","220","Lafourche","0570","Lafourche",5142,22,4368,5142
"G2200630","1850","Louisiana","220","Livingston","0630","Livingston",2524,19,842,2524
"G2200650","1850","Louisiana","220","Madison","0650","Madison",1416,4,7353,1416
"G2200670","1850","Louisiana","220","Morehouse","0670","Morehouse",1877,30,2006,1877
"G2200690","1850","Louisiana","220","Natchitoches","0690","Natchitoches",5466,881,7881,5466
"G2200710","1850","Louisiana","220","Orleans","0710","Orleans",91431,9961,18068,91431
"G2200730","1850","Louisiana","220","Ouachita","0730","Ouachita",2292,8,2708,2292
"G2200750","1850","Louisiana","220","Plaquemines","0750","Plaquemines",2221,390,4779,2221
"G2200770","1850","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",2968,560,7811,2968
"G2200790","1850","Louisiana","220","Rapides","0790","Rapides",5037,184,11340,5037
"G2200850","1850","Louisiana","220","Sabine","0850","Sabine",3347,0,1168,3347
"G2200870","1850","Louisiana","220","St Bernard","0870","St Bernard",1406,73,2323,1406
"G2200890","1850","Louisiana","220","St Charles","0890","St Charles",867,121,4132,867
"G2200910","1850","Louisiana","220","St Helena","0910","St Helena",2354,11,2196,2354
"G2200930","1850","Louisiana","220","St James","0930","St James",3285,62,7751,3285
"G2200950","1850","Louisiana","220","St John The Baptist","0950","St John The Baptist",2586,191,4540,2586
"G2200970","1850","Louisiana","220","St Landry","0970","St Landry",10140,1242,10871,10140
"G2200990","1850","Louisiana","220","St Martin","0990","St Martin",4743,529,6489,4743
"G2201010","1850","Louisiana","220","St Mary","1010","St Mary",3423,424,9850,3423
"G2201030","1850","Louisiana","220","St Tammany","1030","St Tammany",3642,359,2363,3642
"G2201070","1850","Louisiana","220","Tensas","1070","Tensas",900,2,8138,900
"G2201090","1850","Louisiana","220","Terrebonne","1090","Terrebonne",3305,91,4328,3305
"G2201110","1850","Louisiana","220","Union","1110","Union",4778,0,3425,4778
"G2201130","1850","Louisiana","220","Vermillion","1130","Vermillion",2328,14,1067,2328
"G2201170","1850","Louisiana","220","Washington","1170","Washington",2367,4,1037,2367
"G2201210","1850","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",1815,105,4350,1815
"G2201250","1850","Louisiana","220","West Feliciana","1250","West Feliciana",2473,106,10666,2473
"G2300030","1850","Maine","230","Aroostook","0030","Aroostook",12523,6,0,12523
"G2300050","1850","Maine","230","Cumberland","0050","Cumberland",78939,599,0,78939
"G2300070","1850","Maine","230","Franklin","0070","Franklin",20008,19,0,20008
"G2300090","1850","Maine","230","Hancock","0090","Hancock",34343,29,0,34343
"G2300110","1850","Maine","230","Kennebec","0110","Kennebec",62382,139,0,62382
"G2300150","1850","Maine","230","Lincoln","0150","Lincoln",74603,272,0,74603
"G2300170","1850","Maine","230","Oxford","0170","Oxford",39758,5,0,39758
"G2300190","1850","Maine","230","Penobscot","0190","Penobscot",63022,67,0,63022
"G2300210","1850","Maine","230","Piscataquis","0210","Piscataquis",14732,3,0,14732
"G2300250","1850","Maine","230","Somerset","0250","Somerset",35567,14,0,35567
"G2300270","1850","Maine","230","Waldo","0270","Waldo",47191,39,0,47191
"G2300290","1850","Maine","230","Washington","0290","Washington",38683,128,0,38683
"G2300310","1850","Maine","230","York","0310","York",60062,36,0,60062
"G2400010","1850","Maryland","240","Allegany","0010","Allegany",21633,412,724,21633
"G2400030","1850","Maryland","240","Anne Arundel","0030","Anne Arundel",16542,4602,11249,16542
"G2400050","1850","Maryland","240","Baltimore","0050","Baltimore",174853,29075,6718,174853
"G2400090","1850","Maryland","240","Calvert","0090","Calvert",3630,1530,4486,3630
"G2400110","1850","Maryland","240","Caroline","0110","Caroline",6096,2788,808,6096
"G2400130","1850","Maryland","240","Carroll","0130","Carroll",18667,974,975,18667
"G2400150","1850","Maryland","240","Cecil","0150","Cecil",15472,2623,844,15472
"G2400170","1850","Maryland","240","Charles","0170","Charles",5665,913,9584,5665
"G2400190","1850","Maryland","240","Dorchester","0190","Dorchester",10747,3848,4282,10747
"G2400210","1850","Maryland","240","Frederick","0210","Frederick",33314,3760,3913,33314
"G2400250","1850","Maryland","240","Harford","0250","Harford",14413,2777,2166,14413
"G2400290","1850","Maryland","240","Kent","0290","Kent",5616,3143,2627,5616
"G2400310","1850","Maryland","240","Montgomery","0310","Montgomery",9435,1311,5114,9435
"G2400330","1850","Maryland","240","Prince Georges","0330","Prince Georges",8901,1138,11510,8901
"G2400350","1850","Maryland","240","Queen Anne's","0350","Queen Anne's",6936,3278,4270,6936
"G2400370","1850","Maryland","240","St Mary's","0370","St Mary's",6223,1633,5842,6223
"G2400390","1850","Maryland","240","Somerset","0390","Somerset",13385,3483,5588,13385
"G2400410","1850","Maryland","240","Talbot","0410","Talbot",7084,2593,4134,7084
"G2400430","1850","Maryland","240","Washington","0430","Washington",26930,1828,2090,26930
"G2400470","1850","Maryland","240","Worcester","0470","Worcester",12401,3014,3444,12401
"G2500010","1850","Massachusetts","250","Barnstable","0010","Barnstable",35153,123,0,35153
"G2500030","1850","Massachusetts","250","Berkshire","0030","Berkshire",48258,1333,0,48258
"G2500050","1850","Massachusetts","250","Bristol","0050","Bristol",74659,1533,0,74659
"G2500070","1850","Massachusetts","250","Dukes","0070","Dukes",4487,53,0,4487
"G2500090","1850","Massachusetts","250","Essex","0090","Essex",130682,618,0,130682
"G2500110","1850","Massachusetts","250","Franklin","0110","Franklin",30779,91,0,30779
"G2500130","1850","Massachusetts","250","Hampden","0130","Hampden",50780,503,0,50780
"G2500150","1850","Massachusetts","250","Hampshire","0150","Hampshire",35403,329,0,35403
"G2500170","1850","Massachusetts","250","Middlesex","0170","Middlesex",160676,707,0,160676
"G2500190","1850","Massachusetts","250","Nantucket","0190","Nantucket",8058,394,0,8058
"G2500210","1850","Massachusetts","250","Norfolk","0210","Norfolk",78643,249,0,78643
"G2500230","1850","Massachusetts","250","Plymouth","0230","Plymouth",55241,456,0,55241
"G2500250","1850","Massachusetts","250","Suffolk","0250","Suffolk",142479,2038,0,142479
