GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt",4750,25,190,15,,
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge",10879,17,2340,0,,
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt",5815,16,1458,0,,
"G2100310","1860","Kentucky","210","Butler","0310","Butler",7132,25,770,0,,
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell",6873,39,2406,0,,
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway",8409,14,1492,0,,
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell",20701,88,116,4,,
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll",5491,42,1045,0,,
"G2100430","1860","Kentucky","210","Carter","0430","Carter",8170,37,309,0,,
"G2100450","1860","Kentucky","210","Casey","0450","Casey",5743,57,666,0,,
"G2100470","1860","Kentucky","210","Christian","0470","Christian",11619,57,9951,0,,
"G2100490","1860","Kentucky","210","Clark","0490","Clark",6598,124,4762,0,,
"G2100510","1860","Kentucky","210","Clay","0510","Clay",6041,262,349,0,,
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton",5503,20,258,0,,
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden",7838,19,939,0,,
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland",5874,53,1413,0,,
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess",11958,76,3515,0,,
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson",4361,11,273,0,,
"G2100650","1860","Kentucky","210","Estill","0650","Estill",6363,16,507,0,,
"G2100670","1860","Kentucky","210","Fayette","0670","Fayette",11899,685,10015,0,,
"G2100690","1860","Kentucky","210","Fleming","0690","Fleming",10359,112,2018,0,,
"G2100710","1860","Kentucky","210","Floyd","0710","Floyd",6168,73,147,0,,
"G2100730","1860","Kentucky","210","Franklin","0730","Franklin",8860,450,3384,0,,
"G2100750","1860","Kentucky","210","Fulton","0750","Fulton",4220,19,1078,0,,
"G2100770","1860","Kentucky","210","Gallatin","0770","Gallatin",4334,14,708,0,,
"G2100790","1860","Kentucky","210","Garrard","0790","Garrard",6857,96,3578,0,,
"G2100810","1860","Kentucky","210","Grant","0810","Grant",7630,30,696,0,,
"G2100830","1860","Kentucky","210","Graves","0830","Graves",13386,2,2845,0,,
"G2100850","1860","Kentucky","210","Grayson","0850","Grayson",7628,3,351,0,,
"G2100870","1860","Kentucky","210","Green","0870","Green",6323,111,2372,0,,
"G2100890","1860","Kentucky","210","Greenup","0890","Greenup",8350,47,363,0,,
"G2100910","1860","Kentucky","210","Hancock","0910","Hancock",5382,13,818,0,,
"G2100930","1860","Kentucky","210","Hardin","0930","Hardin",12626,33,2530,0,,
"G2100950","1860","Kentucky","210","Harlan","0950","Harlan",5352,15,127,0,,
"G2100970","1860","Kentucky","210","Harrison","0970","Harrison",10341,149,3289,0,,
"G2100990","1860","Kentucky","210","Hart","0990","Hart",8878,75,1395,0,,
"G2101010","1860","Kentucky","210","Henderson","1010","Henderson",8405,77,5767,13,,
"G2101030","1860","Kentucky","210","Henry","1030","Henry",8602,36,3311,0,,
"G2101050","1860","Kentucky","210","Hickman","1050","Hickman",5739,20,1249,0,,
"G2101070","1860","Kentucky","210","Hopkins","1070","Hopkins",9836,30,2009,0,,
"G2101090","1860","Kentucky","210","Jackson","1090","Jackson",3059,21,7,0,,
"G2101110","1860","Kentucky","210","Jefferson","1110","Jefferson",77093,2007,10304,0,,
"G2101130","1860","Kentucky","210","Jessamine","1130","Jessamine",5671,96,3698,0,,
"G2101150","1860","Kentucky","210","Johnson","1150","Johnson",5260,19,27,0,,
"G2101170","1860","Kentucky","210","Kenton","1170","Kenton",24815,85,567,0,,
"G2101210","1860","Kentucky","210","Knox","1210","Knox",7034,184,489,0,,
"G2101230","1860","Kentucky","210","Larue","1230","Larue",5987,4,900,0,,
"G2101250","1860","Kentucky","210","Laurel","1250","Laurel",5301,1,186,0,,
"G2101270","1860","Kentucky","210","Lawrence","1270","Lawrence",7443,12,146,0,,
"G2101330","1860","Kentucky","210","Letcher","1330","Letcher",3787,9,108,0,,
"G2101350","1860","Kentucky","210","Lewis","1350","Lewis",8114,17,230,0,,
"G2101370","1860","Kentucky","210","Lincoln","1370","Lincoln",7059,158,3430,0,,
"G2101390","1860","Kentucky","210","Livingston","1390","Livingston",5955,36,1222,0,,
"G2101410","1860","Kentucky","210","Logan","1410","Logan",12295,370,6356,0,,
"G2101430","1860","Kentucky","210","Lyon","1430","Lyon",4167,46,1094,0,,
"G2101450","1860","Kentucky","210","McCracken","1450","Mccracken",8554,68,1738,0,,
"G2101490","1860","Kentucky","210","McLean","1490","Mclean",5227,29,888,0,,
"G2101510","1860","Kentucky","210","Madison","1510","Madison",11025,148,6034,0,,
"G2101530","1860","Kentucky","210","Magoffin","1530","Magoffin",3338,76,71,0,,
"G2101550","1860","Kentucky","210","Marion","1550","Marion",9004,110,3479,0,,
"G2101570","1860","Kentucky","210","Marshall","1570","Marshall",6596,35,351,0,,
"G2101610","1860","Kentucky","210","Mason","1610","Mason",14065,385,3772,0,,
"G2101630","1860","Kentucky","210","Meade","1630","Meade",6944,22,1932,0,,
"G2101670","1860","Kentucky","210","Mercer","1670","Mercer",10149,278,3274,0,,
"G2101690","1860","Kentucky","210","Metcalfe","1690","Metcalfe",5914,50,781,0,,
"G2101710","1860","Kentucky","210","Monroe","1710","Monroe",7612,17,922,0,,
"G2101730","1860","Kentucky","210","Montgomery","1730","Montgomery",4967,140,2752,0,,
"G2101750","1860","Kentucky","210","Morgan","1750","Morgan",8986,81,170,0,,
"G2101770","1860","Kentucky","210","Muhlenberg","1770","Muhlenberg",9101,40,1584,0,,
"G2101790","1860","Kentucky","210","Nelson","1790","Nelson",10160,109,5530,0,,
"G2101810","1860","Kentucky","210","Nicholas","1810","Nicholas",9261,155,1614,0,,
"G2101830","1860","Kentucky","210","Ohio","1830","Ohio",10888,29,1292,0,,
"G2101850","1860","Kentucky","210","Oldham","1850","Oldham",4815,37,2431,0,,
"G2101870","1860","Kentucky","210","Owen","1870","Owen",10989,70,1660,0,,
"G2101890","1860","Kentucky","210","Owsley","1890","Owsley",5205,18,112,0,,
"G2101910","1860","Kentucky","210","Pendleton","1910","Pendleton",9977,42,424,0,,
"G2101930","1860","Kentucky","210","Perry","1930","Perry",3863,14,73,0,,
"G2101950","1860","Kentucky","210","Pike","1950","Pike",7247,40,97,0,,
"G2101970","1860","Kentucky","210","Powell","1970","Powell",2108,24,125,0,,
"G2101990","1860","Kentucky","210","Pulaski","1990","Pulaski",15819,52,1330,0,,
"G2102030","1860","Kentucky","210","Rockcastle","2030","Rockcastle",4946,40,357,0,,
"G2102050","1860","Kentucky","210","Rowan","2050","Rowan",2139,1,142,0,,
"G2102070","1860","Kentucky","210","Russell","2070","Russell",5453,12,559,0,,
"G2102090","1860","Kentucky","210","Scott","2090","Scott",8441,232,5744,0,,
"G2102110","1860","Kentucky","210","Shelby","2110","Shelby",9634,165,6634,0,,
"G2102130","1860","Kentucky","210","Simpson","2130","Simpson",5743,96,2307,0,,
"G2102150","1860","Kentucky","210","Spencer","2150","Spencer",3974,9,2205,0,,
"G2102170","1860","Kentucky","210","Taylor","2170","Taylor",5755,129,1597,0,,
"G2102190","1860","Kentucky","210","Todd","2190","Todd",6681,45,4849,0,,
"G2102210","1860","Kentucky","210","Trigg","2210","Trigg",7562,41,3448,0,,
"G2102230","1860","Kentucky","210","Trimble","2230","Trimble",5044,5,831,0,,
"G2102250","1860","Kentucky","210","Union","2250","Union",9666,20,3105,0,,
"G2102270","1860","Kentucky","210","Warren","2270","Warren",11799,203,5318,0,,
"G2102290","1860","Kentucky","210","Washington","2290","Washington",8707,46,2822,0,,
"G2102310","1860","Kentucky","210","Wayne","2310","Wayne",9244,28,987,0,,
"G2102330","1860","Kentucky","210","Webster","2330","Webster",6417,33,1083,0,,
"G2102350","1860","Kentucky","210","Whitley","2350","Whitley",7552,26,183,1,,
"G2102390","1860","Kentucky","210","Woodford","2390","Woodford",5276,114,5829,0,,
"G2200050","1860","Louisiana","220","Ascension","0050","Ascension",3940,168,7376,0,,
"G2200070","1860","Louisiana","220","Assumption","0070","Assumption",7189,94,8096,0,,
"G2200090","1860","Louisiana","220","Avoyelles","0090","Avoyelles",5904,74,7185,4,,
"G2200130","1860","Louisiana","220","Bienville","0130","Bienville",5900,100,5000,0,,
"G2200150","1860","Louisiana","220","Bossier","0150","Bossier",3348,0,8000,0,,
"G2200170","1860","Louisiana","220","Caddo","0170","Caddo",4733,69,7338,0,,
"G2200190","1860","Louisiana","220","Calcasieu","0190","Calcasieu",4451,305,1171,1,,
"G2200210","1860","Louisiana","220","Caldwell","0210","Caldwell",2888,0,1945,0,,
"G2200235","1860","Louisiana","220","Carroll","0235","Carroll",4124,20,13908,0,,
"G2200250","1860","Louisiana","220","Catahoula","0250","Catahoula",5492,46,6113,0,,
"G2200270","1860","Louisiana","220","Claiborne","0270","Claiborne",8996,4,7848,0,,
"G2200290","1860","Louisiana","220","Concordia","0290","Concordia",1242,21,12542,0,,
"G2200310","1860","Louisiana","220","De Soto","0310","De Soto",4777,14,8507,0,,
"G2200330","1860","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",6944,532,8570,0,,
"G2200370","1860","Louisiana","220","East Feliciana","0370","East Feliciana",4081,23,10593,0,,
"G2200410","1860","Louisiana","220","Franklin","0410","Franklin",2758,2,3402,0,,
"G2200470","1860","Louisiana","220","Iberville","0470","Iberville",3793,188,10680,0,,
"G2200490","1860","Louisiana","220","Jackson","0490","Jackson",5367,0,4098,0,,
"G2200510","1860","Louisiana","220","Jefferson","0510","Jefferson",9964,287,5120,1,,
"G2200550","1860","Louisiana","220","Lafayette","0550","Lafayette",4307,231,4463,2,,
"G2200570","1860","Louisiana","220","Lafourche","0570","Lafourche",7500,149,6395,0,,
"G2200630","1860","Louisiana","220","Livingston","0630","Livingston",3120,0,1311,0,,
"G2200650","1860","Louisiana","220","Madison","0650","Madison",1640,16,12477,0,,
"G2200670","1860","Louisiana","220","Morehouse","0670","Morehouse",3784,4,6569,0,,
"G2200690","1860","Louisiana","220","Natchitoches","0690","Natchitoches",6304,959,9434,2,,
"G2200710","1860","Louisiana","220","Orleans","0710","Orleans",149063,10939,14484,5,,
"G2200730","1860","Louisiana","220","Ouachita","0730","Ouachita",1887,0,2840,0,,
"G2200750","1860","Louisiana","220","Plaquemines","0750","Plaquemines",2595,514,5385,0,,
"G2200770","1860","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",4094,721,12903,0,,
"G2200790","1860","Louisiana","220","Rapides","0790","Rapides",9711,291,15358,0,,
"G2200850","1860","Louisiana","220","Sabine","0850","Sabine",4115,0,1713,0,,
"G2200870","1860","Louisiana","220","St Bernard","0870","St Bernard",1771,65,2240,0,,
"G2200890","1860","Louisiana","220","St Charles","0890","St Charles",938,177,4182,0,,
"G2200910","1860","Louisiana","220","St Helena","0910","St Helena",3413,6,3711,0,,
"G2200930","1860","Louisiana","220","St James","0930","St James",3348,61,8090,0,,
"G2200950","1860","Louisiana","220","St John The Baptist","0950","St John The Baptist",3037,299,4594,0,,
"G2200970","1860","Louisiana","220","St Landry","0970","St Landry",10703,965,11436,0,,
"G2200990","1860","Louisiana","220","St Martin","0990","St Martin",4984,311,7358,21,,
"G2201010","1860","Louisiana","220","St Mary","1010","St Mary",3475,251,13057,33,,
"G2201030","1860","Louisiana","220","St Tammany","1030","St Tammany",3153,412,1841,0,,
"G2201070","1860","Louisiana","220","Tensas","1070","Tensas",1479,7,14592,0,,
"G2201090","1860","Louisiana","220","Terrebonne","1090","Terrebonne",5131,72,6785,103,,
"G2201110","1860","Louisiana","220","Union","1110","Union",6641,3,3745,0,,
"G2201130","1860","Louisiana","220","Vermillion","1130","Vermillion",3001,7,1316,0,,
"G2201170","1860","Louisiana","220","Washington","1170","Washington",2996,22,1690,0,,
"G2201210","1860","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",1859,113,5340,0,,
"G2201250","1860","Louisiana","220","West Feliciana","1250","West Feliciana",2036,64,9571,0,,
"G2201270","1860","Louisiana","220","Winn","1270","Winn",5480,41,1354,1,,
"G2300010","1860","Maine","230","Androscoggin","0010","Androscoggin",29715,11,0,0,,
"G2300030","1860","Maine","230","Aroostook","0030","Aroostook",22453,26,0,0,,
"G2300050","1860","Maine","230","Cumberland","0050","Cumberland",75116,475,0,0,,
"G2300070","1860","Maine","230","Franklin","0070","Franklin",20398,5,0,0,,
"G2300090","1860","Maine","230","Hancock","0090","Hancock",37717,40,0,0,,
"G2300110","1860","Maine","230","Kennebec","0110","Kennebec",55511,144,0,0,,
"G2300130","1860","Maine","230","Knox","0130","Knox",32586,130,0,0,,
"G2300150","1860","Maine","230","Lincoln","0150","Lincoln",27814,46,0,0,,
"G2300170","1860","Maine","230","Oxford","0170","Oxford",36696,2,0,0,,
"G2300190","1860","Maine","230","Penobscot","0190","Penobscot",72632,99,0,0,,
"G2300210","1860","Maine","230","Piscataquis","0210","Piscataquis",15032,0,0,0,,
"G2300230","1860","Maine","230","Sagadahoc","0230","Sagadahoc",21702,83,0,5,,
"G2300250","1860","Maine","230","Somerset","0250","Somerset",36738,15,0,0,,
"G2300270","1860","Maine","230","Waldo","0270","Waldo",38423,24,0,0,,
"G2300290","1860","Maine","230","Washington","0290","Washington",42360,174,0,0,,
"G2300310","1860","Maine","230","York","0310","York",62054,53,0,0,,
"G2400010","1860","Maryland","240","Allegany","0010","Allegany",27215,467,666,0,,
"G2400030","1860","Maryland","240","Anne Arundel","0030","Anne Arundel",11704,4864,7332,0,,
"G2400050","1860","Maryland","240","Baltimore","0050","Baltimore",46722,4231,3182,0,,
"G2400090","1860","Maryland","240","Calvert","0090","Calvert",3997,1841,4609,0,,
"G2400110","1860","Maryland","240","Caroline","0110","Caroline",7604,2786,739,0,,
"G2400130","1860","Maryland","240","Carroll","0130","Carroll",22525,1225,783,0,,
"G2400150","1860","Maryland","240","Cecil","0150","Cecil",19994,2918,950,0,,
"G2400170","1860","Maryland","240","Charles","0170","Charles",5796,1068,9653,0,,
"G2400190","1860","Maryland","240","Dorchester","0190","Dorchester",11654,4684,4123,0,,
"G2400210","1860","Maryland","240","Frederick","0210","Frederick",38391,4957,3243,0,,
"G2400250","1860","Maryland","240","Harford","0250","Harford",17971,3644,1800,0,,
"G2400270","1860","Maryland","240","Howard","0270","Howard",9081,1395,2862,0,,
"G2400290","1860","Maryland","240","Kent","0290","Kent",7347,3411,2509,0,,
"G2400310","1860","Maryland","240","Montgomery","0310","Montgomery",11349,1552,5421,0,,
"G2400330","1860","Maryland","240","Prince Georges","0330","Prince Georges",9650,1198,12479,0,,
"G2400350","1860","Maryland","240","Queen Anne's","0350","Queen Anne's",8415,3372,4174,0,,
"G2400370","1860","Maryland","240","St Mary's","0370","St Mary's",6798,1866,6549,0,,
"G2400390","1860","Maryland","240","Somerset","0390","Somerset",15332,4571,5089,0,,
"G2400410","1860","Maryland","240","Talbot","0410","Talbot",8106,2964,3725,0,,
"G2400430","1860","Maryland","240","Washington","0430","Washington",28305,1677,1435,0,,
"G2400470","1860","Maryland","240","Worcester","0470","Worcester",13442,3571,3648,0,,
"G2405100","1860","Maryland","240","Baltimore City","5100","Baltimore City",184520,25680,2218,0,,
"G2500010","1860","Massachusetts","250","Barnstable","0010","Barnstable",35890,100,0,0,,
"G2500030","1860","Massachusetts","250","Berkshire","0030","Berkshire",53910,1210,0,0,,
"G2500050","1860","Massachusetts","250","Bristol","0050","Bristol",91858,1936,0,0,,
"G2500070","1860","Massachusetts","250","Dukes","0070","Dukes",4385,18,0,0,,
"G2500090","1860","Massachusetts","250","Essex","0090","Essex",164952,659,0,0,,
"G2500110","1860","Massachusetts","250","Franklin","0110","Franklin",31370,64,0,0,,
"G2500130","1860","Massachusetts","250","Hampden","0130","Hampden",56883,483,0,0,,
"G2500150","1860","Massachusetts","250","Hampshire","0150","Hampshire",37569,254,0,0,,
"G2500170","1860","Massachusetts","250","Middlesex","0170","Middlesex",215458,896,0,0,,
"G2500190","1860","Massachusetts","250","Nantucket","0190","Nantucket",5966,128,0,0,,
"G2500210","1860","Massachusetts","250","Norfolk","0210","Norfolk",109702,248,0,0,,
"G2500230","1860","Massachusetts","250","Plymouth","0230","Plymouth",64329,439,0,0,,
"G2500250","1860","Massachusetts","250","Suffolk","0250","Suffolk",190279,2398,0,23,,
"G2500270","1860","Massachusetts","250","Worcester","0270","Worcester",158881,769,0,9,,
"G2600010","1860","Michigan","260","Alcona","0010","Alcona",185,0,0,0,,
"G2600050","1860","Michigan","260","Allegan","0050","Allegan",15923,58,0,106,,
"G2600070","1860","Michigan","260","Alpena","0070","Alpena",290,0,0,0,,
"G2600090","1860","Michigan","260","Antrim","0090","Antrim",178,0,0,1,,
"G2600150","1860","Michigan","260","Barry","0150","Barry",13785,58,0,15,,
"G2600170","1860","Michigan","260","Bay","0170","Bay",3106,6,0,52,,
"G2600210","1860","Michigan","260","Berrien","0210","Berrien",21931,410,0,37,,
"G2600230","1860","Michigan","260","Branch","0230","Branch",20948,33,0,0,,
"G2600250","1860","Michigan","260","Calhoun","0250","Calhoun",29180,376,0,8,,
"G2600270","1860","Michigan","260","Cass","0270","Cass",16291,1368,0,62,,
"G2600310","1860","Michigan","260","Cheboygan","0310","Cheboygan",393,0,0,124,,
"G2600330","1860","Michigan","260","Chippewa","0330","Chippewa",1351,8,0,244,,
"G2600370","1860","Michigan","260","Clinton","0370","Clinton",13902,14,0,0,,
"G2600410","1860","Michigan","260","Delta","0410","Delta",1052,0,0,120,,
"G2600450","1860","Michigan","260","Eaton","0450","Eaton",16454,16,0,6,,
"G2600470","1860","Michigan","260","Emmet","0470","Emmet",123,0,0,1026,,
"G2600490","1860","Michigan","260","Genesee","0490","Genesee",22407,44,0,47,,
"G2600510","1860","Michigan","260","Gladwin","0510","Gladwin",14,0,0,0,,
"G2600550","1860","Michigan","260","Grand Traverse","0550","Grand Traverse",1243,0,0,43,,
"G2600570","1860","Michigan","260","Gratiot","0570","Gratiot",4024,9,0,9,,
"G2600590","1860","Michigan","260","Hillsdale","0590","Hillsdale",25642,33,0,0,,
"G2600610","1860","Michigan","260","Houghton","0610","Houghton",8893,62,0,279,,
"G2600630","1860","Michigan","260","Huron","0630","Huron",3164,1,0,0,,
"G2600650","1860","Michigan","260","Ingham","0650","Ingham",17398,37,0,0,,
"G2600670","1860","Michigan","260","Ionia","0670","Ionia",16612,30,0,40,,
"G2600690","1860","Michigan","260","Iosco","0690","Iosco",175,0,0,0,,
"G2600730","1860","Michigan","260","Isabella","0730","Isabella",595,0,0,848,,
"G2600750","1860","Michigan","260","Jackson","0750","Jackson",26486,185,0,0,,
"G2600770","1860","Michigan","260","Kalamazoo","0770","Kalamazoo",24327,319,0,0,,
"G2600810","1860","Michigan","260","Kent","0810","Kent",30590,125,0,1,,
"G2600870","1860","Michigan","260","Lapeer","0870","Lapeer",14685,52,0,17,,
"G2600890","1860","Michigan","260","Leelanau","0890","Leelanau",1527,3,0,628,,
"G2600910","1860","Michigan","260","Lenawee","0910","Lenawee",37861,243,0,8,,
"G2600930","1860","Michigan","260","Livingston","0930","Livingston",16825,26,0,0,,
"G2600990","1860","Michigan","260","Macomb","0990","Macomb",22780,63,0,0,,
"G2601010","1860","Michigan","260","Manistee","1010","Manistee",971,4,0,0,,
"G2601015","1860","Michigan","260","Manitou","1015","Manitou",862,0,0,180,,
"G2601030","1860","Michigan","260","Marquette","1030","Marquette",2734,60,0,27,,
"G2601050","1860","Michigan","260","Mason","1050","Mason",419,1,0,411,,
"G2601070","1860","Michigan","260","Mecosta","1070","Mecosta",965,5,0,0,,
"G2601095","1860","Michigan","260","Michilimackinac","1095","Michilimackinac",1011,20,0,907,,
"G2601110","1860","Michigan","260","Midland","1110","Midland",786,1,0,0,,
"G2601150","1860","Michigan","260","Monroe","1150","Monroe",21564,29,0,0,,
"G2601170","1860","Michigan","260","Montcalm","1170","Montcalm",3957,11,0,0,,
"G2601210","1860","Michigan","260","Muskegon","1210","Muskegon",3923,24,0,0,,
"G2601230","1860","Michigan","260","Newaygo","1230","Newaygo",2661,50,0,49,,
"G2601250","1860","Michigan","260","Oakland","1250","Oakland",37952,309,0,0,,
"G2601270","1860","Michigan","260","Oceana","1270","Oceana",1236,10,0,570,,
"G2601310","1860","Michigan","260","Ontonagon","1310","Ontonagon",4544,24,0,0,,
"G2601330","1860","Michigan","260","Osceola","1330","Osceola",27,0,0,0,,
"G2601390","1860","Michigan","260","Ottawa","1390","Ottawa",13167,43,0,5,,
"G2601410","1860","Michigan","260","Presque Isle","1410","Presque Isle",26,0,0,0,,
"G2601450","1860","Michigan","260","Saginaw","1450","Saginaw",12557,38,0,98,,
"G2601470","1860","Michigan","260","St Clair","1470","St Clair",26551,53,0,0,,
"G2601490","1860","Michigan","260","St Joseph","1490","St Joseph",21200,62,0,0,,
"G2601510","1860","Michigan","260","Sanilac","1510","Sanilac",7599,0,0,0,,
"G2601530","1860","Michigan","260","Schoolcraft","1530","Schoolcraft",52,4,0,22,,
"G2601550","1860","Michigan","260","Shiawassee","1550","Shiawassee",12334,14,0,1,,
"G2601570","1860","Michigan","260","Tuscola","1570","Tuscola",4882,0,0,4,,
"G2601590","1860","Michigan","260","Van Buren","1590","Van Buren",14901,151,0,172,,
"G2601610","1860","Michigan","260","Washtenaw","1610","Washtenaw",35049,634,0,3,,
"G2601630","1860","Michigan","260","Wayne","1630","Wayne",73872,1673,0,2,,
"G2700010","1860","Minnesota","270","Aitkin","0010","Aitkin",2,0,0,0,,
"G2700030","1860","Minnesota","270","Anoka","0030","Anoka",2106,0,0,0,,
"G2700050","1860","Minnesota","270","Becker","0050","Becker",77,0,0,309,,
"G2700090","1860","Minnesota","270","Benton","0090","Benton",626,0,0,1,,
"G2700130","1860","Minnesota","270","Blue Earth","0130","Blue Earth",4802,1,0,0,,
"G2700135","1860","Minnesota","270","Breckinridge","0135","Breckinridge",72,0,0,7,,
"G2700150","1860","Minnesota","270","Brown","0150","Brown",2258,0,0,81,,
"G2700155","1860","Minnesota","270","Buchanan","0155","Buchanan",26,0,0,0,,
"G2700170","1860","Minnesota","270","Carlton","0170","Carlton",51,0,0,0,,
"G2700190","1860","Minnesota","270","Carver","0190","Carver",5106,0,0,0,,
"G2700210","1860","Minnesota","270","Cass","0210","Cass",62,13,0,75,,
"G2700250","1860","Minnesota","270","Chisago","0250","Chisago",1729,12,0,2,,
"G2700330","1860","Minnesota","270","Cottonwood","0330","Cottonwood",12,0,0,0,,
"G2700350","1860","Minnesota","270","Crow Wing","0350","Crow Wing",189,0,0,80,,
"G2700370","1860","Minnesota","270","Dakota","0370","Dakota",9052,39,0,2,,
"G2700390","1860","Minnesota","270","Dodge","0390","Dodge",3797,0,0,0,,
"G2700410","1860","Minnesota","270","Douglas","0410","Douglas",195,0,0,0,,
"G2700430","1860","Minnesota","270","Faribault","0430","Faribault",1335,0,0,0,,
"G2700450","1860","Minnesota","270","Fillmore","0450","Fillmore",13542,0,0,0,,
"G2700470","1860","Minnesota","270","Freeborn","0470","Freeborn",3367,0,0,0,,
"G2700490","1860","Minnesota","270","Goodhue","0490","Goodhue",8971,6,0,0,,
"G2700530","1860","Minnesota","270","Hennepin","0530","Hennepin",12835,13,0,1,,
"G2700550","1860","Minnesota","270","Houston","0550","Houston",6645,0,0,0,,
"G2700590","1860","Minnesota","270","Isanti","0590","Isanti",284,0,0,0,,
"G2700610","1860","Minnesota","270","Itasca","0610","Itasca",7,1,0,43,,
"G2700630","1860","Minnesota","270","Jackson","0630","Jackson",181,0,0,0,,
"G2700650","1860","Minnesota","270","Kanabec","0650","Kanabec",30,0,0,0,,
"G2700670","1860","Minnesota","270","Kandiyohi","0670","Kandiyohi",76,0,0,0,,
"G2700750","1860","Minnesota","270","Lake","0750","Lake",248,0,0,0,,
"G2700790","1860","Minnesota","270","Le Sueur","0790","Le Sueur",5278,20,0,20,,
"G2700850","1860","Minnesota","270","McLeod","0850","Mcleod",1286,0,0,0,,
"G2700877","1860","Minnesota","270","Manomin","0877","Manomin",135,1,0,0,,
"G2700910","1860","Minnesota","270","Martin","0910","Martin",151,0,0,0,,
"G2700930","1860","Minnesota","270","Meeker","0930","Meeker",928,0,0,0,,
"G2700950","1860","Minnesota","270","Mille Lacs","0950","Mille Lacs",70,2,0,1,,
"G2700955","1860","Minnesota","270","Monongalia","0955","Monongalia",350,0,0,0,,
"G2700970","1860","Minnesota","270","Morrison","0970","Morrison",587,1,0,30,,
"G2700990","1860","Minnesota","270","Mower","0990","Mower",3216,1,0,0,,
"G2701010","1860","Minnesota","270","Murray","1010","Murray",29,0,0,0,,
"G2701030","1860","Minnesota","270","Nicollet","1030","Nicollet",3712,1,0,60,,
"G2701050","1860","Minnesota","270","Nobles","1050","Nobles",35,0,0,0,,
"G2701090","1860","Minnesota","270","Olmsted","1090","Olmsted",9524,0,0,0,,
"G2701110","1860","Minnesota","270","Otter Tail","1110","Otter Tail",178,0,0,62,,
"G2701115","1860","Minnesota","270","Pembina","1115","Pembina",338,0,0,1274,,
"G2701135","1860","Minnesota","270","Pierce","1135","Pierce",10,0,0,1,,
"G2701150","1860","Minnesota","270","Pine","1150","Pine",75,16,0,1,,
"G2701175","1860","Minnesota","270","Pipestone (old)","1175","Pipestone (old)",23,0,0,0,,
"G2701190","1860","Minnesota","270","Polk","1190","Polk",146,0,0,94,,
"G2701230","1860","Minnesota","270","Ramsey","1230","Ramsey",12080,70,0,0,,
"G2701290","1860","Minnesota","270","Renville","1290","Renville",240,0,0,5,,
"G2701310","1860","Minnesota","270","Rice","1310","Rice",7532,11,0,0,,
"G2701370","1860","Minnesota","270","St Louis","1370","St Louis",262,0,0,144,,
"G2701390","1860","Minnesota","270","Scott","1390","Scott",4594,0,0,1,,
"G2701410","1860","Minnesota","270","Sherburne","1410","Sherburne",723,0,0,0,,
"G2701430","1860","Minnesota","270","Sibley","1430","Sibley",3609,0,0,0,,
"G2701450","1860","Minnesota","270","Stearns","1450","Stearns",4502,3,0,0,,
"G2701470","1860","Minnesota","270","Steele","1470","Steele",2863,0,0,0,,
"G2701530","1860","Minnesota","270","Todd","1530","Todd",430,0,0,0,,
"G2701535","1860","Minnesota","270","Toombs","1535","Toombs",40,0,0,0,,
"G2701570","1860","Minnesota","270","Wabasha","1570","Wabasha",7214,14,0,0,,
"G2701610","1860","Minnesota","270","Waseca","1610","Waseca",2598,1,0,2,,
"G2701630","1860","Minnesota","270","Washington","1630","Washington",6043,7,0,73,,
"G2701690","1860","Minnesota","270","Winona","1690","Winona",9189,19,0,0,,
"G2701710","1860","Minnesota","270","Wright","1710","Wright",3722,7,0,0,,
"G2800010","1860","Mississippi","280","Adams","0010","Adams",5648,225,14292,0,,
"G2800050","1860","Mississippi","280","Amite","0050","Amite",4427,9,7900,0,,
"G2800070","1860","Mississippi","280","Attala","0070","Attala",9142,10,5015,2,,
"G2800110","1860","Mississippi","280","Bolivar","0110","Bolivar",1393,0,9078,0,,
"G2800130","1860","Mississippi","280","Calhoun","0130","Calhoun",7695,0,1823,0,,
"G2800150","1860","Mississippi","280","Carroll","0150","Carroll",8214,13,13808,0,,
"G2800170","1860","Mississippi","280","Chickasaw","0170","Chickasaw",7338,1,9087,0,,
"G2800190","1860","Mississippi","280","Choctaw","0190","Choctaw",11525,0,4197,0,,
"G2800210","1860","Mississippi","280","Claiborne","0210","Claiborne",3339,44,12296,0,,
"G2800230","1860","Mississippi","280","Clarke","0230","Clarke",5692,3,5076,0,,
